sequence_id,path,participant_id,sign,label,n_frames,has_lhand,has_rhand,has_pose,has_face,has_complete_lhand,has_complete_rhand,has_complete_pose,has_complete_face,out_of_frame_values_pct_lhand,out_of_frame_values_pct_rhand,out_of_frame_values_pct_pose,out_of_frame_values_pct_face
4114691251,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/27610/4114691251.parquet,27610,girl,94,18,False,True,True,True,False,False,True,True,0.0,0.0,0.08164983164983165,0.0
93822631,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/55372/93822631.parquet,55372,sleepy,200,97,True,False,True,True,False,False,True,False,0.0,0.0,0.1344892221180881,0.0
1033363053,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/49445/1033363053.parquet,49445,zipper,249,183,False,True,True,True,False,False,True,True,0.0,0.0,0.026660043053485676,0.0
363452260,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/49445/363452260.parquet,49445,pig,171,141,False,True,True,True,False,False,True,False,0.0,0.0,0.046958951214270364,0.0
693617786,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/693617786.parquet,2044,bad,13,16,False,True,True,True,False,False,True,True,0.0,0.0,0.07954545454545454,0.0
2435587578,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/26734/2435587578.parquet,26734,arm,9,32,True,True,True,True,False,True,True,True,0.0,0.002976190476190476,0.08712121212121213,0.0
1226679715,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/26734/1226679715.parquet,26734,down,61,10,False,True,True,True,False,True,True,True,0.0,0.0,0.09545454545454546,0.0
411700859,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/30680/411700859.parquet,30680,if,123,31,False,True,True,True,False,False,True,True,0.0,0.0030721966205837174,0.11241446725317693,0.0
4161561326,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/4161561326.parquet,29302,why,240,29,False,True,True,True,False,False,True,True,0.0,0.0,0.014106583072100314,0.0
2343123689,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/55372/2343123689.parquet,55372,cowboy,51,29,True,False,True,True,False,False,True,True,0.04187192118226601,0.0,0.1562173458725183,0.0
1921763584,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/1921763584.parquet,28656,pajamas,166,229,False,True,True,True,False,False,True,True,0.0,0.01538781451445207,0.1271007013365092,0.0
1724694186,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/61333/1724694186.parquet,61333,snow,203,17,True,False,True,True,False,False,True,True,0.0,0.0,0.09893048128342247,0.0
3658958524,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/61333/3658958524.parquet,61333,loud,137,27,True,False,True,True,False,False,True,True,0.0,0.0,0.057800224466891134,0.0
3454455708,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/3454455708.parquet,53618,shirt,195,19,False,True,True,True,False,False,True,True,0.0,0.0,0.13157894736842105,0.0
440813444,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/30680/440813444.parquet,30680,before,20,11,False,True,True,True,False,False,True,True,0.0,0.0,0.07575757575757576,0.0
1493445908,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/1493445908.parquet,25571,brown,31,6,False,True,True,True,False,False,True,True,0.0,0.0,0.14393939393939395,0.0
2995930448,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37779/2995930448.parquet,37779,moon,146,11,False,True,True,True,False,False,True,True,0.0,0.004329004329004329,0.14049586776859505,0.0
1465822723,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/1465822723.parquet,29302,drink,63,56,False,True,True,True,False,False,True,True,0.0,0.0,0.015963203463203464,0.0
187443952,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/30680/187443952.parquet,30680,bird,23,18,False,True,True,True,False,True,True,True,0.0,0.0,0.10521885521885523,0.0
3132920877,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/3132920877.parquet,2044,sun,210,11,False,True,True,True,False,True,True,True,0.0,0.010822510822510822,0.13085399449035812,0.0
3416513494,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/32319/3416513494.parquet,32319,fast,76,168,True,False,True,True,False,False,True,True,0.010629251700680272,0.0,0.11237373737373738,0.0
1098175348,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/22343/1098175348.parquet,22343,after,1,6,True,False,True,True,False,False,True,True,0.0,0.0,0.12878787878787878,0.0
1649128234,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/49445/1649128234.parquet,49445,cute,54,16,False,True,True,True,False,False,True,True,0.0,0.0,0.07481060606060606,0.0
3655711088,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37055/3655711088.parquet,37055,up,230,15,False,True,True,True,False,True,True,True,0.0,0.0,0.12525252525252525,0.0
3766719594,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/4718/3766719594.parquet,4718,feet,77,133,False,True,True,True,False,False,True,True,0.0,0.0,0.09147869674185463,0.0
2786927298,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/2786927298.parquet,25571,alligator,4,6,False,True,True,True,False,False,True,True,0.0,0.0,0.11616161616161616,0.0
3337137774,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/22343/3337137774.parquet,22343,after,1,96,True,False,True,True,False,False,True,True,0.0,0.0,0.13857323232323232,0.0
2179433405,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37779/2179433405.parquet,37779,food,87,11,False,True,True,True,False,True,True,True,0.0,0.0,0.11707988980716254,0.0
3383034576,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/36257/3383034576.parquet,36257,hello,113,6,True,False,True,True,False,False,True,True,0.0,0.0,0.18181818181818182,0.0
361062586,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/61333/361062586.parquet,61333,giraffe,93,35,True,False,True,True,False,False,True,True,0.0,0.0,0.13636363636363635,0.0
1115124744,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/1115124744.parquet,28656,puzzle,180,70,True,False,True,True,False,False,True,True,0.04591836734693878,0.0,0.15324675324675324,0.0
1870357283,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/55372/1870357283.parquet,55372,table,211,20,True,False,True,True,True,False,True,True,0.0,0.0,0.05909090909090909,0.0
1677132926,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37779/1677132926.parquet,37779,like,132,7,False,True,True,True,False,True,True,True,0.0,0.0,0.06277056277056277,0.0
2687143240,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/18796/2687143240.parquet,18796,no,153,6,False,True,True,True,False,False,True,True,0.0,0.0,0.06313131313131314,0.0
1916505218,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37055/1916505218.parquet,37055,icecream,122,28,True,False,True,True,False,False,True,True,0.0,0.0,0.08603896103896104,0.0
2804441762,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/16069/2804441762.parquet,16069,duck,67,15,True,False,True,True,True,False,True,True,0.0,0.0,0.08080808080808081,0.0
383729326,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/383729326.parquet,29302,elephant,69,10,False,True,True,True,False,True,True,True,0.0,0.0,0.03484848484848485,0.0
2945311533,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/2945311533.parquet,28656,many,141,96,False,True,True,True,False,False,True,True,0.0,0.0,0.14741161616161616,0.0
1939651059,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/34503/1939651059.parquet,34503,bedroom,18,132,True,False,True,True,False,False,True,True,0.0,0.0,0.13452708907254363,0.0
3303818531,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/3303818531.parquet,25571,stay,205,6,False,True,True,True,False,False,True,True,0.0,0.0,0.08080808080808081,0.0
434795554,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/434795554.parquet,29302,stay,205,37,False,True,True,True,False,False,True,True,0.0,0.0,0.03194103194103194,0.0
3471577882,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/3471577882.parquet,28656,loud,137,26,False,True,True,True,False,True,True,True,0.0,0.0,0.1346153846153846,0.0
4076813236,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/4076813236.parquet,29302,fall,74,6,False,True,True,True,False,False,True,True,0.0,0.0,0.06060606060606061,0.0
2747670943,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/32319/2747670943.parquet,32319,yourself,246,6,False,True,True,True,False,False,True,True,0.0,0.0,0.025252525252525252,0.0
1889524374,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/32319/1889524374.parquet,32319,duck,67,164,True,False,True,True,False,False,True,True,0.0,0.0,0.14569475240206947,0.0
2624303212,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/4718/2624303212.parquet,4718,rain,183,23,True,False,True,True,False,False,True,False,0.0,0.0,0.015151515151515152,0.0
1566736659,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37779/1566736659.parquet,37779,listen,135,12,False,True,True,True,False,True,True,True,0.0,0.001984126984126984,0.13762626262626262,0.0
953412256,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/953412256.parquet,53618,chocolate,44,11,False,True,True,True,False,False,True,True,0.0,0.0,0.15977961432506887,0.0
3157285545,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37779/3157285545.parquet,37779,into,124,11,False,True,True,True,False,False,True,True,0.0,0.0,0.12258953168044077,0.0
2357735632,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/2357735632.parquet,29302,awake,11,46,True,True,True,True,False,False,True,True,0.0,0.0,0.029314888010540184,0.0
386667226,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/386667226.parquet,53618,chair,40,10,False,True,True,True,False,False,True,True,0.0,0.0,0.1303030303030303,0.0
643938324,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37055/643938324.parquet,37055,icecream,122,54,True,False,True,True,False,False,True,False,0.0,0.0,0.1015712682379349,0.0
4019639879,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/36257/4019639879.parquet,36257,why,240,22,True,False,True,True,True,False,True,True,0.0,0.0,0.06198347107438017,0.0
729349616,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/32319/729349616.parquet,32319,listen,135,11,True,False,True,True,False,False,True,True,0.0,0.0,0.05922865013774105,0.0
229419034,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/229419034.parquet,2044,any,7,6,False,True,True,True,False,False,True,True,0.0,0.0,0.10101010101010101,0.0
766065241,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/49445/766065241.parquet,49445,nose,155,219,False,True,True,True,False,False,True,False,0.0,0.0,0.09173931091739311,0.0
3032785015,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/22343/3032785015.parquet,22343,home,118,18,True,False,True,True,False,False,True,True,0.0,0.0,0.12121212121212122,0.0
453360392,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/453360392.parquet,53618,table,211,12,False,True,True,True,False,False,True,True,0.0,0.0,0.15151515151515152,0.0
1071601207,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/26734/1071601207.parquet,26734,open,161,33,False,True,True,True,False,False,True,True,0.0,0.0,0.10376492194674013,0.0
256845287,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37779/256845287.parquet,37779,weus,236,7,False,True,True,True,False,False,True,True,0.0,0.0,0.06060606060606061,0.0
1779942927,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/1779942927.parquet,53618,dog,58,46,False,True,True,True,False,False,True,True,0.0,0.0,0.12285902503293808,0.0
1271456566,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/1271456566.parquet,25571,cow,50,71,False,True,True,True,False,False,True,True,0.0,0.0,0.1446862996158771,0.0
3744326249,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37055/3744326249.parquet,37055,snow,203,25,False,True,True,True,False,False,True,True,0.0,0.0,0.12848484848484848,0.0
3226677940,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/27610/3226677940.parquet,27610,down,61,125,True,False,True,True,False,False,True,True,0.0,0.0,0.15175757575757576,0.0
816059331,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/61333/816059331.parquet,61333,will,241,90,True,False,True,True,False,False,True,True,0.0,0.0,0.09427609427609428,0.0
3360255016,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/3360255016.parquet,53618,mouth,149,12,False,True,True,True,False,False,True,True,0.0,0.0,0.10101010101010101,0.0
195126338,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/195126338.parquet,25571,pretend,177,12,False,True,True,True,False,True,True,True,0.0,0.0,0.08585858585858586,0.0
2499821466,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/22343/2499821466.parquet,22343,pizza,172,21,True,False,True,True,True,False,True,True,0.0,0.0,0.14646464646464646,0.0
2427202243,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/30680/2427202243.parquet,30680,farm,75,11,False,True,True,True,False,False,True,False,0.0,0.0,0.14049586776859505,0.0
532239954,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/532239954.parquet,53618,outside,163,7,False,True,True,True,False,True,True,True,0.0,0.0,0.16233766233766234,0.0
3232372656,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/4718/3232372656.parquet,4718,water,234,3,False,True,True,True,False,True,True,True,0.0,0.0,0.07575757575757576,0.0
2745479422,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/4718/2745479422.parquet,4718,finish,81,25,False,True,True,True,False,False,True,True,0.0,0.0,0.08181818181818182,0.0
1183948822,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/62590/1183948822.parquet,62590,old,159,11,False,True,True,True,False,False,True,True,0.0,0.0,0.13085399449035812,0.0
714046991,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/62590/714046991.parquet,62590,hungry,121,7,False,True,True,True,False,True,True,True,0.0,0.0,0.12987012987012986,0.0
1148566480,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/1148566480.parquet,2044,hello,113,14,False,True,True,True,False,False,True,True,0.0,0.01870748299319728,0.11363636363636363,0.0
3475183517,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/3475183517.parquet,28656,girl,94,92,False,True,True,True,False,False,True,True,0.0,0.0,0.07476943346508563,0.0
1522484821,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37055/1522484821.parquet,37055,helicopter,112,24,False,True,True,True,False,False,True,True,0.0,0.007936507936507936,0.11805555555555555,0.0
3940810060,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/3940810060.parquet,25571,lamp,130,12,False,True,True,True,False,False,True,True,0.0,0.0,0.10101010101010101,0.0
4160326267,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/27610/4160326267.parquet,27610,sticky,206,38,True,False,True,True,False,False,True,True,0.0,0.0,0.10805422647527911,0.0
3154855303,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/3154855303.parquet,53618,tongue,222,6,False,True,True,True,False,False,True,True,0.0,0.0,0.17676767676767677,0.0
1816085699,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/1816085699.parquet,2044,shhh,194,39,False,True,True,True,False,False,True,True,0.0,0.0,0.1456876456876457,0.0
1536396660,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/37055/1536396660.parquet,37055,another,6,47,True,False,True,True,False,False,True,True,0.0,0.0,0.0915538362346873,0.0
1540253208,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/1540253208.parquet,53618,gum,103,66,False,True,True,True,False,False,True,True,0.0,0.0,0.11294765840220386,0.0
338972005,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/36257/338972005.parquet,36257,thankyou,214,44,True,False,True,True,False,False,True,True,0.0,0.0,0.12396694214876033,0.0
2733000943,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/2733000943.parquet,2044,cow,50,14,False,True,True,True,False,False,True,True,0.0,0.00510204081632653,0.08225108225108226,0.0
944398725,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/4718/944398725.parquet,4718,kiss,128,16,False,True,True,True,False,False,True,True,0.0,0.0,0.0946969696969697,0.0
1614159979,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/32319/1614159979.parquet,32319,grass,101,21,True,False,True,True,True,False,True,True,0.0,0.0,0.15656565656565657,0.0
1928760262,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/1928760262.parquet,28656,drop,64,12,False,True,True,True,False,True,True,True,0.0,0.0,0.1351010101010101,0.0
2911454896,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/2911454896.parquet,25571,sad,189,12,False,True,True,True,False,False,True,True,0.0,0.0,0.13762626262626262,0.0
3976826864,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/18796/3976826864.parquet,18796,hen,114,193,False,True,True,True,False,False,True,True,0.0,0.01788798420922773,0.09247919610613911,0.0
2002725532,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/62590/2002725532.parquet,62590,now,157,12,False,True,True,True,False,False,True,True,0.0,0.0,0.16161616161616163,0.0
3808621624,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/3808621624.parquet,28656,wake,233,21,False,True,True,True,False,False,True,True,0.0,0.0,0.15007215007215008,0.0
3279644016,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/55372/3279644016.parquet,55372,hide,116,6,True,False,True,True,True,False,True,True,0.0,0.0,0.14646464646464646,0.0
1726671889,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/4718/1726671889.parquet,4718,smile,201,16,False,True,True,True,False,True,True,True,0.0,0.0,0.16287878787878787,0.0
1186956829,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/2044/1186956829.parquet,2044,toy,226,23,False,True,True,True,False,False,True,True,0.0,0.0,0.10869565217391304,0.0
686404539,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/25571/686404539.parquet,25571,there,216,16,False,True,True,True,False,False,True,True,0.0,0.0,0.08333333333333333,0.0
2226903119,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/2226903119.parquet,29302,morning,147,20,False,True,True,True,False,False,True,True,0.0,0.0,0.06893939393939394,0.0
3431578881,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/55372/3431578881.parquet,55372,aunt,10,92,True,False,True,True,False,False,True,True,0.0,0.0,0.1274703557312253,0.0
783712836,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/61333/783712836.parquet,61333,green,102,25,True,False,True,True,False,False,True,True,0.0,0.0,0.06060606060606061,0.0
3260917588,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/36257/3260917588.parquet,36257,car,36,13,True,False,True,True,False,False,True,True,0.0,0.0,0.10139860139860139,0.0
2867641690,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/34503/2867641690.parquet,34503,taste,213,104,True,False,True,True,False,False,True,True,0.00022893772893772894,0.0,0.13111888111888112,0.0
3419302562,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/55372/3419302562.parquet,55372,cereal,39,101,True,False,True,True,False,False,True,True,0.0,0.0,0.14431443144314432,0.0
618679925,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/16069/618679925.parquet,16069,farm,75,15,True,False,True,True,False,False,True,True,0.0,0.0,0.10404040404040404,0.0
4193258408,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/34503/4193258408.parquet,34503,store,207,12,True,False,True,True,False,False,True,True,0.001984126984126984,0.0,0.12247474747474747,0.0
2108929614,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/53618/2108929614.parquet,53618,dryer,66,6,False,True,True,True,False,False,True,True,0.0,0.0,0.1717171717171717,0.0
1344207684,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/49445/1344207684.parquet,49445,orange,162,53,False,True,True,True,False,False,True,False,0.0,0.0,0.07318467695826186,0.0
1223818721,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/62590/1223818721.parquet,62590,thirsty,218,18,False,True,True,True,False,True,True,True,0.0,0.0,0.13636363636363635,0.0
899512165,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/62590/899512165.parquet,62590,first,83,15,False,True,True,True,False,False,True,True,0.0,0.0,0.15151515151515152,0.0
3307894424,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/26734/3307894424.parquet,26734,clean,45,27,False,True,True,True,False,False,True,True,0.0,0.001763668430335097,0.143658810325477,0.0
448237385,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/28656/448237385.parquet,28656,first,83,179,False,True,True,True,False,False,True,True,0.0,0.00026602819898909286,0.1828339258506856,0.0
1336554727,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/29302/1336554727.parquet,29302,drop,64,6,False,True,True,True,False,False,True,True,0.0,0.0,0.007575757575757576,0.0
1096882690,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/36257/1096882690.parquet,36257,all,3,133,True,False,True,True,False,False,True,True,0.0,0.0,0.16894508999772156,0.0
3354736480,/home/gpu/Kaggle/GOOGLE-ASL/data/raw/train_landmark_files/34503/3354736480.parquet,34503,sick,198,70,True,False,True,True,False,False,True,True,0.0,0.0,0.16493506493506493,0.0
